번호,소관부처,사업수행기관,지원분야,공고명,신청시작일자,신청종료일자,등록일자,공고상세URL
329,중소벤처기업부,한국중소벤처기업유통원,내수,행복한백화점 매장 입점모집(3층 골프ㆍ정장ㆍ아동) 공고,2026-01-22,2026-02-06,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117825
330,농림축산식품부,한국농수산식품유통공사,수출,2026년 농식품글로벌성장패키지 지원사업 모집 공고(신청형),2026-01-22,2026-02-06,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117824
331,농림축산식품부,한국농수산식품유통공사,수출,2026년 농식품글로벌성장패키지 지원사업 모집 공고(공모형),2026-01-22,2026-02-06,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117841
332,중소벤처기업부,창업진흥원,창업,2026년 창업도약패키지(일반형) 창업기업 모집 공고,2026-01-23,2026-02-13,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117820
333,충청남도,충남경제진흥원,수출,[충남] 2026년 해외사무소 바이어 초청 수출상담회 참가기업 모집 공고,2026-01-26,2026-02-27,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117823
334,산업통상부,대한무역투자진흥공사,수출,2026년 한-스위스 바이오헬스 파트너십 참가기업 모집 공고,2026-01-21,2026-02-13,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117822
335,중소벤처기업부,창업진흥원,창업,2026년 초기창업패키지(일반형) 창업기업 모집 공고,2026-01-23,2026-02-13,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117819
336,전라남도,직접수행,기타,[전남] 2026년 청년기업 인증 계획 공고,2026-01-12,2026-12-24,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117800
337,대구광역시,대구테크노파크,기술,[대구] 2026년 혁신제품 경쟁력 강화 지원사업 참여기업 모집 공고,2026-02-09,2026-02-12,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117816
338,전북특별자치도,전북지식재산센터,기술,[전북] 2026년 글로벌 IP스타기업 육성 모집 공고,2026-01-12,2026-02-19,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117798
339,대구광역시,대구테크노파크,인력,[대구] 달성군 2026년 중소 제조기업 근로자 기숙사 임차비 지원사업 참가기업 모집 공고,2026-01-19,2026-02-06,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117815
340,산업통상부,순천향대학교 산학협력단,기술,2026년 산업혁신기반구축사업 기업지원 모집 공고(가재난 슈퍼박테리아-신종바이러스 대응 차세대 마이크로바이옴 의약품ㆍ진단기술 개발 기반구축 사업),2026-01-26,2026-03-25,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117814
341,산업통상부,순천향대학교 산학협력단,기술,2026년 바이오산업기반구축사업 기업지원 모집 공고(차세대 마이크로바이옴 의약품 제조혁신공정지원 사업),2026-01-26,2026-03-25,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117797
342,전라남도,전남바이오산업진흥원,창업,[전남ㆍ광주] 2026년 전남바이오진흥원 K-바이오헬스 지역센터 지원기업 모집 공고,2026-01-22,2026-02-06,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117796
343,광주광역시,광주정보문화산업진흥원,경영,2025년 문화기술 활용 콘텐츠개발ㆍ실증지원 사업 공고(아시아문화기술실증센터 운영기반구축),2026-01-23,2026-02-13,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117813
344,대구광역시,대구테크노파크,경영,[대구] 스마트도시 특화단지 조성사업 규제특례지원 컨설팅 지원사업 기업모집 공고,2026-01-19,2026-02-06,2026-01-23,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117795
345,경상북도,경북테크노파크,기술,[경북] 2026년 중소기업 정부기술개발공모사업 선정지원 참여기업 모집 공고,2026-01-19,2026-11-30,2026-01-23,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117794
346,경상남도,경남테크노파크,경영,[경남] 암모니아 혼소 연료추진시스템 선박 규제자유특구 기업지원기업 모집 공고,2026-01-21,2026-06-12,2026-01-23,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117811
347,대전광역시,대전일자리경제진흥원,금융,[대전] 2026년 상반기 중소기업 구매조건 생산지원자금 지원 공고,2026-01-23,2026-06-30,2026-01-23,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117810
348,과학기술정보통신부,한국전파진흥협회,경영,2026년 미디어 선도기업 육성 지원사업 공고,2026-01-22,2026-02-12,2026-01-23,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117793
349,대전광역시,대전일자리경제진흥원,금융,[대전] 2026년 상반기 중소기업 경영안정자금 지원 공고,2026-01-23,2026-06-30,2026-01-23,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117809
350,대전광역시,대전일자리경제진흥원,금융,[대전] 2026년 상반기 중소기업 창업 및 경쟁력강화사업자금 지원 공고,2026-01-23,2026-06-30,2026-01-23,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117792
351,대전광역시,대전일자리경제진흥원,창업,[대전] 2026년 4차 경제활력 챌린지 참여자(신규) 모집 공고,2026-01-22,2026-02-05,2026-01-23,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117808
352,인천광역시,인천신용보증재단,금융,[인천] 2026년 희망인천 특례보증 1단계 공고,2026-01-28,2026-12-31,2026-01-23,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117791
353,해양수산부,해양수산과학기술진흥원,기술,2026년 극한지 스마트 광역탐사를 위한 로봇-ICT 융합기술 개발사업 신규과제 선정계획 공고(해양수산부),2026-01-26,2026-02-19,2026-01-23,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117807
354,충청남도,기초자치단체,경영,[충남] 아산시 2026년 친환경농업분야 지원사업 신청 공고,2026-01-21,2026-02-20,2026-01-23,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117806
355,해양수산부,해양수산과학기술진흥원,기술,2026년 국제해양환경규제 대응 친환경 선박평형수처리기술 고도화 및 미세플라스틱 포집기술 개발사업 신규과제 선정계획 공고,2026-02-03,2026-02-23,2026-01-23,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117790
356,해양수산부,해양수산과학기술진흥원,기술,2026년 해양수산 융합형 전문인력양성사업 (수산 자동화ㆍ혁신연구센터) 신규과제 선정계획 공고,2026-01-20,2026-02-20,2026-01-23,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117789
357,제주특별자치도,기초자치단체,경영,[제주] 제주시 2026년 1인 소상공인 출산급여 지원 사업 공고,2026-01-01,2026-12-18,2026-01-23,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117805
358,국가유산청,국가유산진흥원,경영,2026년 전승공예품 디자인 협업 지원 사업 참가 전승자 공고,2026-02-02,2026-02-08,2026-01-23,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117804
359,해양수산부,해양수산과학기술진흥원,기술,2026년 차세대 해양ㆍ극지의 환경 및 생태계에 관한 기후예측시스템 개발사업 신규과제 선정계획 공고,2026-01-26,2026-02-24,2026-01-23,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117803
360,과학기술정보통신부,정보통신산업진흥원,수출,2026년 자이텍스 아시아 전시 참가기업 모집 공고,2026-01-20,2026-02-16,2026-01-23,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117788
361,충청남도,아산시농업기술센터,경영,[충남] 아산시 2026년 이상기후 등 재해 대응능력 강화 지원사업 공고,2026-01-22,2026-02-06,2026-01-23,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117801
362,충청남도,아산시농업기술센터,경영,[충남] 아산시 2026년 과수전용 생력화 기계 지원사업 공고,2026-01-22,2026-02-06,2026-01-23,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117787
363,충청남도,아산시농업기술센터,경영,[충남] 아산시 2026년 과수농가 농기계 지원사업 공고,2026-01-22,2026-02-06,2026-01-23,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117786
364,서울특별시,서울경제진흥원,경영,[서울] 2026년 1분기 서울기업 대상 AI 협업툴 플로우 지원기업 모집 공고,2026-01-23,2026-03-11,2026-01-23,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117785
365,산업통상부,직접수행,기타,2023년 3월 최초지정 혁신제품 지정기간 연장(1차 연장) 공고,2026-01-22,2026-02-06,2026-01-23,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117784
366,산업통상부,대한무역투자진흥공사,수출,2026년 튀르키예 이스탄불 자동차부품 전시회 (Automechanika Istanbul) 한국관 참가기업 모집 공고,2026-01-21,2026-02-10,2026-01-23,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117780
367,경기도,경기도주식회사,내수,[경기] 2026년 중소기업 마케팅 지원사업 유통상담회 참여 기업 모집 공고,2026-01-23,2026-02-08,2026-01-23,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117779
368,산업통상부,대한무역투자진흥공사,수출,2026년 미국 라스베가스 미용ㆍ화장 및 스파 컨퍼런스 전시회(BE+WELLㆍ전 IECSC Las Vegas 2026) 한국관 참가기업 모집 공고,2026-01-22,2026-02-06,2026-01-23,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117778
369,기후에너지환경부,국가물산업클러스터,기술,2026년 물기업 사업화 지원사업(도전기ㆍ성장기) 모집 공고,2026-01-19,2026-02-19,2026-01-23,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117783
370,경상북도,경북IT융합산업기술원,기술,[경북] 경산시 첨단 스마트센서 기술고도화 지원 사업 공고,2026-01-12,2026-02-27,2026-01-23,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117777
371,경상북도,국방기술진흥연구소,수출,[경북] 2026년 경북ㆍ구미 방산혁신클러스터 판로개척 지원사업 공고,2026-01-14,2026-12-31,2026-01-23,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117782
372,경상북도,경북테크노파크,기술,[경북] 국방기술 민간이전 사업 참여기업 모집 공고(경북ㆍ구미 방산혁신클러스터),2026-01-20,2026-11-30,2026-01-23,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117781
373,경상북도,경북테크노파크,기술,[경북] 국방 중소기업 역량강화사업 참여기업 모집 공고(경북ㆍ구미 방산혁신클러스터),2026-01-20,2026-02-06,2026-01-23,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117775
374,서울특별시,서울시 강동가죽제조지원센터,기술,[서울] 가죽ㆍ패션산업 소공인 장비 임대지원사업 공고,2026-01-20,2026-11-30,2026-01-23,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117774
375,경기도,용인시산업진흥원,경영,[경기] 용인시 2026년 디지털 전환 지원사업 모집 공고,2026-01-20,2026-02-20,2026-01-23,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117760
376,보건복지부,한국보건산업진흥원,기술,2026년 국산의료기기 사용적합성 평가 지원사업 모집 공고,2026-01-20,2026-02-26,2026-01-23,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117759
377,고용노동부,이노비즈협회,인력,2026년 이노비즈협회 미래내일 일경험(인턴형) 참여기업 모집 공고,2026-01-26,2026-07-31,2026-01-23,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117773
378,경상남도,경남테크노파크,기술,[경남] 2026년 디지털 혁신거점 조성 지원사업 디지털 R&BD 지원 통합 공고(사업화 성과확산 지원),2026-01-21,2026-02-06,2026-01-22,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117772
379,경상남도,경남테크노파크,기술,[경남] 2026년 디지털 혁신거점 R&BD 지원 통합 공고(테스트베드 경남 실증),2026-01-21,2026-02-20,2026-01-22,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117757
380,경상남도,경남테크노파크,기술,2026년 디지털 혁신거점 R&BD 지원 통합 공고(디지털 기업 in 경남),2026-01-21,2026-03-06,2026-01-22,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117771
381,산업통상부,한국탄소나노산업협회,수출,2026년 나노소재ㆍ부품ㆍ장비 기업 대상  해외 진출을 위한 지원 프로그램 참여기업 모집 공고,2026-01-13,2026-02-12,2026-01-22,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117755
382,산업통상부,한국탄소나노산업협회,기술,2026년 나노소재ㆍ부품 수요맞춤형 실증 지원 기업 모집 공고,2026-01-09,2026-02-09,2026-01-22,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117754
383,전라남도,전남바이오진흥원,경영,[전남] 2026년 전남해양수산창업투자지원센터 수혜기업 모집 공고,2026-02-11,2026-02-24,2026-01-22,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117753
384,전라남도,전라남도관광재단,경영,2026년 전라남도 외래관광객 유치 여행사 대상 인센티브 지원 공고,2026-01-01,2026-12-11,2026-01-22,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117770
385,울산광역시,직접수행,금융,[울산] 2026년 식품진흥기금 융자사업 시행 공고,2026-01-15,2026-12-31,2026-01-22,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117768
386,전라남도,KOTRA광주전남지원본부,수출,[전남] 2026년 인도(뉴델리ㆍ콜카타) 시장개척단 파견 참가기업 모집 공고,2026-01-16,2026-02-13,2026-01-22,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117767
387,세종특별자치시,직접수행,금융,[세종] 2026년 상반기 농업발전기금 융자 지원 계획 공고,2026-01-20,2026-02-20,2026-01-22,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117752
388,산업통상부,한국에너지기술평가원,내수,2026년 제1차 에너지혁신벤처 투자IR 참가기업 모집 공고,2026-01-19,2026-02-13,2026-01-22,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117764
389,충청남도,충남경제진흥원,금융,[충남] 2026년 중소기업육성자금 융자 지원계획 공고,2026-01-26,2026-12-31,2026-01-22,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117751
390,산업통상부,대한무역투자진흥공사,수출,2026년 K-수출스타 500 참여기업 모집 공고,2026-01-16,2026-02-11,2026-01-22,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117749
391,부산광역시,부산광역시수산자원연구소,경영,[부산ㆍ경남] 2026년 어업용기자재 이동수리소 지원사업 신청 공고,2026-01-20,2026-02-10,2026-01-22,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117748
392,경상남도,직접수행,금융,[경남] 2026년 상반기 농어촌진흥기금 융자계획 공고,2026-01-19,2026-02-06,2026-01-22,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117761
